subset,src,dst
adm,/root/gpufree-data/dataset/test/genimage/fake/324_adm_29.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/324_adm_29.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/335_adm_69.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/335_adm_69.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/342_adm_131.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/342_adm_131.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/345_adm_111.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/345_adm_111.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/350_adm_155.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/350_adm_155.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/358_adm_33.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/358_adm_33.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/365_adm_15.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/365_adm_15.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/369_adm_135.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/369_adm_135.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/369_adm_157.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/369_adm_157.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/36_adm_5.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/36_adm_5.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/385_adm_145.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/385_adm_145.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/389_adm_70.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/389_adm_70.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/396_adm_1.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/396_adm_1.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/39_adm_11.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/39_adm_11.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/415_adm_57.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/415_adm_57.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/416_adm_45.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/416_adm_45.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/417_adm_30.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/417_adm_30.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/41_adm_114.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/41_adm_114.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/422_adm_110.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/422_adm_110.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/436_adm_51.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/436_adm_51.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/438_adm_108.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/438_adm_108.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/439_adm_57.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/439_adm_57.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/449_adm_191.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/449_adm_191.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/471_adm_20.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/471_adm_20.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/474_adm_66.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/474_adm_66.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/499_adm_110.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/499_adm_110.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/514_adm_10.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/514_adm_10.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/519_adm_149.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/519_adm_149.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/522_adm_3.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/522_adm_3.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/532_adm_78.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/532_adm_78.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/536_adm_128.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/536_adm_128.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/539_adm_78.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/539_adm_78.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/546_adm_59.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/546_adm_59.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/551_adm_3.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/551_adm_3.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/559_adm_41.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/559_adm_41.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/568_adm_110.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/568_adm_110.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/570_adm_146.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/570_adm_146.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/573_adm_135.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/573_adm_135.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/575_adm_50.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/575_adm_50.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/577_adm_191.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/577_adm_191.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/578_adm_188.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/578_adm_188.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/604_adm_53.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/604_adm_53.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/615_adm_111.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/615_adm_111.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/618_adm_189.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/618_adm_189.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/626_adm_4.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/626_adm_4.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/627_adm_142.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/627_adm_142.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/62_adm_164.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/62_adm_164.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/641_adm_5.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/641_adm_5.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/652_adm_93.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/652_adm_93.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/657_adm_41.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/657_adm_41.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/65_adm_19.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/65_adm_19.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/660_adm_78.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/660_adm_78.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/661_adm_6.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/661_adm_6.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/66_adm_184.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/66_adm_184.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/677_adm_190.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/677_adm_190.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/678_adm_11.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/678_adm_11.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/681_adm_8.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/681_adm_8.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/683_adm_133.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/683_adm_133.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/686_adm_152.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/686_adm_152.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/697_adm_120.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/697_adm_120.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/70_adm_82.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/70_adm_82.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/715_adm_90.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/715_adm_90.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/71_adm_161.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/71_adm_161.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/71_adm_9.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/71_adm_9.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/721_adm_50.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/721_adm_50.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/722_adm_136.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/722_adm_136.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/722_adm_77.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/722_adm_77.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/727_adm_181.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/727_adm_181.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/73_adm_51.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/73_adm_51.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/744_adm_109.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/744_adm_109.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/744_adm_154.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/744_adm_154.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/760_adm_92.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/760_adm_92.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/768_adm_166.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/768_adm_166.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/774_adm_112.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/774_adm_112.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/785_adm_120.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/785_adm_120.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/791_adm_57.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/791_adm_57.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/800_adm_148.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/800_adm_148.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/803_adm_53.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/803_adm_53.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/808_adm_176.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/808_adm_176.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/834_adm_108.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/834_adm_108.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/845_adm_112.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/845_adm_112.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/84_adm_114.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/84_adm_114.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/850_adm_139.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/850_adm_139.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/855_adm_135.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/855_adm_135.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/859_adm_35.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/859_adm_35.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/860_adm_145.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/860_adm_145.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/862_adm_105.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/862_adm_105.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/880_adm_188.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/880_adm_188.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/882_adm_134.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/882_adm_134.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/893_adm_41.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/893_adm_41.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/895_adm_95.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/895_adm_95.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/8_adm_127.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/8_adm_127.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/916_adm_181.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/916_adm_181.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/918_adm_139.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/918_adm_139.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/918_adm_161.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/918_adm_161.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/920_adm_16.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/920_adm_16.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/926_adm_8.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/926_adm_8.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/932_adm_143.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/932_adm_143.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/936_adm_110.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/936_adm_110.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/954_adm_186.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/954_adm_186.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/957_adm_123.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/957_adm_123.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/957_adm_36.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/957_adm_36.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/968_adm_30.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/968_adm_30.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/97_adm_128.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/97_adm_128.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/986_adm_182.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/986_adm_182.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/989_adm_110.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/989_adm_110.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/999_adm_64.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/999_adm_64.PNG
adm,/root/gpufree-data/dataset/test/genimage/fake/9_adm_25.PNG,exp/genimage_prepared_v2/fake_by_subset/adm/9_adm_25.PNG
biggan,/root/gpufree-data/dataset/test/genimage/fake/004_biggan_00004.png,exp/genimage_prepared_v2/fake_by_subset/biggan/004_biggan_00004.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/010_biggan_00040.png,exp/genimage_prepared_v2/fake_by_subset/biggan/010_biggan_00040.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/017_biggan_00172.png,exp/genimage_prepared_v2/fake_by_subset/biggan/017_biggan_00172.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/024_biggan_00081.png,exp/genimage_prepared_v2/fake_by_subset/biggan/024_biggan_00081.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/027_biggan_00059.png,exp/genimage_prepared_v2/fake_by_subset/biggan/027_biggan_00059.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/043_biggan_00089.png,exp/genimage_prepared_v2/fake_by_subset/biggan/043_biggan_00089.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/054_biggan_00088.png,exp/genimage_prepared_v2/fake_by_subset/biggan/054_biggan_00088.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/060_biggan_00175.png,exp/genimage_prepared_v2/fake_by_subset/biggan/060_biggan_00175.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/061_biggan_00188.png,exp/genimage_prepared_v2/fake_by_subset/biggan/061_biggan_00188.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/066_biggan_00036.png,exp/genimage_prepared_v2/fake_by_subset/biggan/066_biggan_00036.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/077_biggan_00140.png,exp/genimage_prepared_v2/fake_by_subset/biggan/077_biggan_00140.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/083_biggan_00113.png,exp/genimage_prepared_v2/fake_by_subset/biggan/083_biggan_00113.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/086_biggan_00042.png,exp/genimage_prepared_v2/fake_by_subset/biggan/086_biggan_00042.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/097_biggan_00024.png,exp/genimage_prepared_v2/fake_by_subset/biggan/097_biggan_00024.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/105_biggan_00089.png,exp/genimage_prepared_v2/fake_by_subset/biggan/105_biggan_00089.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/108_biggan_00061.png,exp/genimage_prepared_v2/fake_by_subset/biggan/108_biggan_00061.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/121_biggan_00032.png,exp/genimage_prepared_v2/fake_by_subset/biggan/121_biggan_00032.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/133_biggan_00031.png,exp/genimage_prepared_v2/fake_by_subset/biggan/133_biggan_00031.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/133_biggan_00066.png,exp/genimage_prepared_v2/fake_by_subset/biggan/133_biggan_00066.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/143_biggan_00073.png,exp/genimage_prepared_v2/fake_by_subset/biggan/143_biggan_00073.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/147_biggan_00081.png,exp/genimage_prepared_v2/fake_by_subset/biggan/147_biggan_00081.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/147_biggan_00094.png,exp/genimage_prepared_v2/fake_by_subset/biggan/147_biggan_00094.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/150_biggan_00141.png,exp/genimage_prepared_v2/fake_by_subset/biggan/150_biggan_00141.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/155_biggan_00118.png,exp/genimage_prepared_v2/fake_by_subset/biggan/155_biggan_00118.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/157_biggan_00063.png,exp/genimage_prepared_v2/fake_by_subset/biggan/157_biggan_00063.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/162_biggan_00115.png,exp/genimage_prepared_v2/fake_by_subset/biggan/162_biggan_00115.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/169_biggan_00130.png,exp/genimage_prepared_v2/fake_by_subset/biggan/169_biggan_00130.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/178_biggan_00078.png,exp/genimage_prepared_v2/fake_by_subset/biggan/178_biggan_00078.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/178_biggan_00171.png,exp/genimage_prepared_v2/fake_by_subset/biggan/178_biggan_00171.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/186_biggan_00096.png,exp/genimage_prepared_v2/fake_by_subset/biggan/186_biggan_00096.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/193_biggan_00014.png,exp/genimage_prepared_v2/fake_by_subset/biggan/193_biggan_00014.png
biggan,/root/gpufree-data/dataset/test/genimage/fake/196_biggan_00146.png,exp/genimage_prepared_v2/fake_by_subset/biggan/196_biggan_00146.png
